userName,content,score,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
Deny rachmanofficial,"Mudah,Cepat",5,4.27.2,2022-01-14 05:28:14,,,4.27.2
Faisal Firmanto,Keren,4,4.18.0,2022-01-14 02:30:27,,,4.18.0
Shaly Galuh,Terbaeeeek 💛💛💛💛💛,5,4.27.1,2022-01-14 00:03:51,,,4.27.1
Helang Satrio,Gajelas,1,4.27.2,2022-01-14 00:02:18,"Hai Helang, Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan. Boleh kamu ceritakan detail kendalanya kepada kami via Email: cs@tiket.com dengan subject: “Konfirmasi Review App”. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu kamu. Terima kasih 😊 by : PY
",2022-01-14 08:20:38,4.27.2
Paiyo sip,Okey bos,5,4.27.2,2022-01-13 22:15:28,,,4.27.2
Sosha Octa Jibriel,"MANTAP Dan SANGAT PUAS , MUDAH SEKALI CARA PESAN TIKETNYA, BISA MENGHEMAT WAKTU TANPA HARUS TERBURU BURU... TERIMA KASIH BOSSQU...",5,,2022-01-13 16:30:44,,,
Jimmy Septian,Mantap,5,4.27.2,2022-01-13 16:20:18,,,4.27.2
Pendi Pendi,Bbokep Luar,1,4.27.2,2022-01-13 16:01:42,"Hai Pendi, Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan. Boleh kamu ceritakan detail kendalanya kepada kami via Email: cs@tiket.com dengan subject: “Konfirmasi Review App”. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu kamu. Terima kasih 😊 by : PY
",2022-01-14 08:25:14,4.27.2
dikmen mimika,Proses pembelian gampang dan cepat..👍,5,4.27.2,2022-01-13 14:44:31,,,4.27.2
Renaldi Helmi,Mbot,5,4.27.1,2022-01-13 12:18:05,,,4.27.1
Noey Kaka,Bagus sekali,5,4.27.2,2022-01-13 12:00:57,,,4.27.2
Roberto S,Good,5,4.27.2,2022-01-13 11:16:34,,,4.27.2
arlozi Tarigan,Mantap,5,4.27.2,2022-01-13 09:58:17,,,4.27.2
Dokter Gigi Nashrulloh,Sangat membantu saya,5,4.27.2,2022-01-13 09:22:14,,,4.27.2
Christine Wua,"Sebenarnya dari segi kemudahan aplikasi mudah, lalu harga tidak lebih mahal dari aplikasi lain, kadang selisih lebih murah sedikit. Tapi kok bisa sistem refund bisa di bilang aneh. Sangat sangat dipersulit harus kasih nomor rekening sesuai pemesan atau penumpang tapi tidak dikasitahu dari awal..lalu dananya dialihkan ke tiket point tanpa persetujuan. Setelah di minta konfirmasi disuruh bikin surat pernyataan yang panjang lebar..stelah dibuat surat pernyataan eh dananya sebulan belum juga dikasi",2,4.27.2,2022-01-13 08:04:30,"Hai Sobat tiket, Mohon maaf atas ketidaknyamanannya. Saat ini pemesanan kamu dengan maskapai Citilink rute Bajawa-Kupang sudah kami bantu refund 100%. Terima kasih untuk kritik dan saran yang kamu berikan terkait proses refund kami yang mana bisa menjadi bahan evaluasi kami untuk perbaikan ke depannya. Terima kasih 😊 by : PY

",2022-01-14 09:51:38,4.27.2
Lc Sands,Cepat dan terpercaya,5,4.27.2,2022-01-13 06:48:51,,,4.27.2
Melky Jacky,Mantap keren baru install langsung memuaskan,5,4.27.2,2022-01-13 05:22:19,,,4.27.2
ISEN JANU,Semoga tetap membantu,5,4.27.1,2022-01-13 05:04:32,,,4.27.1
Ilham Ilham,Ok,5,,2022-01-13 04:56:56,,,
caleb melchizedek,Mantap,5,4.27.2,2022-01-13 04:04:02,,,4.27.2
hadi sumartoni,Nice,5,,2022-01-13 03:00:14,,,
Benny Jovial,Mystyle..,5,4.27.2,2022-01-13 01:35:12,,,4.27.2
anto kim,Oke mudah dalam memesan tiket,5,4.27.2,2022-01-12 16:10:51,,,4.27.2
ASSYATRY,Keren,5,4.27.2,2022-01-12 15:24:46,,,4.27.2
Arif Rahman,Urusan perjalanan jadi lebih mudah.,5,4.27.2,2022-01-12 12:52:46,,,4.27.2
Mario Djuni,Mantap,5,4.27.2,2022-01-12 12:34:28,,,4.27.2
yandie dadustak,Byk diskon mantul,5,4.27.2,2022-01-12 11:39:31,,,4.27.2
Zainatul Umar,Sangat mantap,5,,2022-01-12 11:25:55,,,
Aisyah Hasna Afiqa,1o,5,,2022-01-12 10:08:59,,,
Louis Diana,Min...mengapa tiket paylater saya tiba2 ga aktif yah? Pdhl bru mau dipakai utk liburan 😥,2,,2022-01-12 09:00:52,"Hai Sobat tiket. Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan. Mengenai status paylater kamu, silakan hubungi kami melalui email : cs@tiket.com dengan subject: “Konfirmasi Review App”. Kami akan coba bantu pengecekan ya, ditunggu konfirmasinya. Terima kasih 🙂 by : AG
",2022-01-12 11:13:33,
fitri Fitri,Kedua kalinya gabisa c.in krn kamar penuh dan sayangnya untuk proses pengembalian dana nunggu dan menunggu,1,4.27.2,2022-01-12 08:39:06,"Hai Fitri, Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan. Boleh kamu informasikan Order ID dan alamat email pemesanannya kepada kami via Email: cs@tiket.com dengan subject: “Konfirmasi Review App”. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu kamu. Terima kasih 😊 by : PY
",2022-01-12 10:09:40,4.27.2
Cintya Leinderth,Harga nya lebih murah dari pada aplikasi lain,5,4.27.2,2022-01-12 08:10:07,,,4.27.2
Jaka Sumitra,Mantul,5,,2022-01-12 06:13:58,,,
Rahmansyah Sanjaya,Terimakasih,5,4.27.2,2022-01-12 05:50:05,,,4.27.2
"Murada ,","Cepat, gk ribet",5,4.27.2,2022-01-12 03:27:15,,,4.27.2
Aini Yulia,mumer bangeeet,5,4.26.0,2022-01-12 02:28:14,,,4.26.0
Dg. awi,Mantaap,5,4.27.1,2022-01-12 02:20:40,,,4.27.1
461 CHANNEL,Cukup membantu,5,4.27.2,2022-01-12 01:36:08,,,4.27.2
Ardiyanti Riska,"Di awal aplikasi mau refund ditulis selambat-lambatnya 4 jam sebelum keberangkatan agar uang kembali 100%, eh pas udh mau 4 jam malah gak bisa refund krna beda kebijakan, gmna sih bikin info kek gtu, menyesatkan banget. Saya refund krna hal mendesak tpi malah gak bisa 🙄",1,4.27.1,2022-01-11 23:12:54,"Hai Ardiyanti. Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan review. Mohon ceritakan detail pengalaman yang kamu alami melalui Customer Care 24 jam kami melalui Email: cs@tiket.com ya dengan subject: """"Konfirmasi Review App"""". Dengan senang hati kami akan membantu kamu. Terima Kasih😊 by:SW
",2022-01-12 04:55:55,4.27.1
Street Justice,Luar biasa,5,4.27.2,2022-01-11 14:47:35,,,4.27.2
muhammad Ikhsan_Drixstranger,Sangat mudah dalam pemesanan dan terima kasih sudah terbantu oleh paylater,5,4.27.2,2022-01-11 13:48:45,,,4.27.2
Azanel W,Ok,5,,2022-01-11 13:35:34,,,
Wawan Setiawan,"Udah 2 kali kecelw pake applikasi ini, tiap buka applikasi tanggal reservasinya untuk besoknya bukan hari ini kaya Traveloka.",1,,2022-01-11 13:24:44,"Hai Wawan, Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan. Boleh kamu ceritakan detail kendalanya kepada kami via Email: cs@tiket.com dengan subject: “Konfirmasi Review App”. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu kamu. Terima kasih 😊 by : PY
",2022-01-12 06:13:33,
Engla palepe Putra Siregar,"ini aplikasi jelek, tidak serius menanganani komplenan",1,,2022-01-11 13:20:28,"Hai Engla, Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan. Boleh kamu ceritakan detail kendalanya kepada kami via Email: cs@tiket.com dengan subject: “Konfirmasi Review App”. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu kamu. Terima kasih 😊 by : PY
",2022-01-12 06:20:16,
Al Piliang,Lancar luncur pkek aplikasi ini mantap,5,4.27.1,2022-01-11 13:14:45,,,4.27.1
Bambang Sugiharto,Sangat membantu,5,4.27.2,2022-01-11 13:04:20,,,4.27.2
Hendratama Hutabarat,Keren..,5,,2022-01-11 10:47:19,,,
nelly ucchy,";/ . c m4.z,6",2,,2022-01-11 10:27:13,"Hai Nelly, Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan. Boleh kamu ceritakan detail kendalanya kepada kami via Email: cs@tiket.com dengan subject: “Konfirmasi Review App”. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu kamu. Terima kasih 😊 by : PY
",2022-01-12 06:24:06,
bexs myf,Mantap sekali simpel gak ribet,5,4.26.0,2022-01-11 08:48:25,,,4.26.0
Reyfa Akmal,Baik,5,4.27.2,2022-01-11 08:26:29,,,4.27.2
pungky triw,Kenapa ya cek harga tiket pesawat selalu tidak ada jadwal penerbangan dari Samarinda ke Surabaya?,1,,2022-01-11 07:53:50,"Hai Pungky, Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan. Boleh kamu ceritakan detail kendalanya kepada kami via Email: cs@tiket.com dengan subject: “Konfirmasi Review App”. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu kamu. Terima kasih 😊 by : PY
",2022-01-12 06:28:54,
APRI DW,"Mantap,,, proses nya cepat 👍",5,4.27.2,2022-01-11 05:58:56,,,4.27.2
OIC OneInChrist (One In Christ),"Friendly user .. best solution.. Tq ,Gbu!",5,4.27.2,2022-01-11 04:40:57,,,4.27.2
Indrya ananda,Kemaren saya refund ribet bgt Tuhan suruh buat ttd materai juga,4,4.14.2,2022-01-11 03:33:34,,,4.14.2
darman tanjung,AAqd1,2,,2022-01-11 02:42:41,"Hai Darman , Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan. Boleh kamu ceritakan detail kendalanya kepada kami via Email: cs@tiket.com dengan subject: “Konfirmasi Review App”. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu kamu. Terima kasih 😊 by : PY
",2022-01-11 02:55:22,
bedjan 41 aku papua kamu papua,Sangaaat3bagus,5,4.27.2,2022-01-11 02:07:54,,,4.27.2
Budi San,Mudah dalam booking tiket dan pembayaran,5,,2022-01-11 01:56:04,,,
Dollys Marpaung,Ok,5,4.27.2,2022-01-10 23:31:07,,,4.27.2
Oppa Umis,"Sangat membantu,thanks",5,4.27.2,2022-01-10 15:10:47,,,4.27.2
Sigit Wijanarko,Pakai paylater potongan 200k tp biaya admin 250k. wkwk,1,4.27.2,2022-01-10 13:48:22,Hai Sigit. Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan. Boleh diinformasikan dengan detail untuk syarat dari potongan harga dan biaya admin yang kamu maksudkan? Mohon hubungi kami melalui email ke cs@tiket.com dengan subject: “Konfirmasi Review App”. Ditunggu konfirmasinya.Terima kasih 🙂 by:AG,2022-01-10 21:23:52,4.27.2
Purba Channel,Tdk bisa ganti email,1,4.27.2,2022-01-10 12:08:49,"Hai Purba. Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan. Saat ini untuk perubahan email memang belum dapat dilakukan ya, perubahan saat ini hanya berlaku untuk nomor telepon saja Sobat. Semoga informasinya membantu. Terima kasih 🙂 by : AG",2022-01-10 21:27:55,4.27.2
Yogi Hardian,Keren mantap jiwa👍,5,4.27.1,2022-01-10 11:45:55,,,4.27.1
daffa LBF,paylater nya selalu di tolak 🤣🤣🤣🤣,5,4.27.2,2022-01-10 11:22:09,,,4.27.2
MEINER Frisdawati Sianipar SIANIPAR,Bagus pelayanan nya,5,3.32.2,2022-01-10 04:18:22,,,3.32.2
Hendri Rantetana,Mantap,5,4.26.0,2022-01-10 04:02:14,,,4.26.0
Achmad Surya Mandala,Promonya berubah-rubah dan ga konsisten,3,,2022-01-10 01:37:19,"Hai Achmad, Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan. Bisa kamu ceritakan lebih detail mengenai promo yang kamu maksudkan kepada kami dengan menghubungi via Email: cs@tiket.com dengan subject: “Konfirmasi Review App”. Kami tunggu konfirmasinya.
Terima kasih 🙂 by : AG

",2022-01-10 21:32:19,
almogada tour,"3 dulu ya,, kalo makin bagus tambah deh hehehhe",3,4.27.2,2022-01-10 01:33:26,"Hai Sobat tiket, Terima kasih sudah menjadi pelanggan setia tiket.com. Boleh dong bintang 5 nya jika kamu puas dengan pelayanan kami. Apabila membutuhkan informasi lainnya, kamu bisa hubungi kami via Email: cs@tiket.com dengan subject: “Konfirmasi Review App”. Dengan senang hati kami akan membantu kamu. Terima kasih 😊 by: SW",2022-01-10 04:40:53,4.27.2
Purwoto Goupur,Sangat bagus,5,4.27.1,2022-01-10 01:26:55,,,4.27.1
achmad W,Ok..,5,4.27.2,2022-01-10 00:48:24,,,4.27.2
Cindy Puspitha,"Sangat membantu, mudah dan gapake ribet 😘🤩🤩",5,4.27.2,2022-01-09 22:25:05,,,4.27.2
Alls Raven,Top,5,4.27.1,2022-01-09 22:15:55,,,4.27.1
Wawan Adriansyah,Bagus respon cepat,5,4.27.2,2022-01-09 21:51:00,,,4.27.2
Ferry Goenawan,OK banget !!!,5,4.27.2,2022-01-09 21:40:55,,,4.27.2
Sadam Mpi,Saya ga butuh iklan,1,4.27.2,2022-01-09 18:20:20,"Hai Sobat tiket. Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan. Mari Ceritakan pengalaman kamu melalui Customer Care 24 jam kami yang dapat kamu hubungi via Email: cs@tiket.com dengan subject: “Konfirmasi Review App”. Dengan senang hati kami akan membantu kamu. Terima Kasih😊 by:SW
",2022-01-10 01:45:11,4.27.2
Dedensultan,Mantap dan mudah,5,4.27.2,2022-01-09 16:35:57,,,4.27.2
Lola Dwirayuni,"mau upgrade kamar hotel malah gak ada solusi & terkesan lepas tangan / gak peduli. yamasa harus diterima. pdhl pihak hotel udah mau bantu tp dari aplikasinya gak ada tindakan. mending langsung pesen ke hotel aja👍🏻 customer service banyak omong, saya udah kecapek'an buat ngurus upgrade kamar. malah diakhiri dengan minta tulis survei, bukannya malah minta maaf. nih saya tulis sesuai dgn permintaan anda👌🏼👌🏼",1,4.24.0,2022-01-09 14:37:53,"Hai Lola. Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan review. Mohon ceritakan detail pengalaman yang kamu alami melalui Customer Care 24 jam kami melalui Email: cs@tiket.com ya dengan subject: """"Konfirmasi Review App"""". Dengan senang hati kami akan membantu kamu. Terima Kasih😊 by:SW
",2022-01-10 02:15:28,4.24.0
Miron Supandi,Mantap,5,4.27.2,2022-01-09 10:49:35,,,4.27.2
Rani Candra Arianti,ah mantap,5,4.27.2,2022-01-09 08:15:25,,,4.27.2
Fajar Raharja,Simple,5,4.16.1,2022-01-09 06:48:06,,,4.16.1
mastiur sinaga,Mengecewakan,1,4.27.1,2022-01-09 06:42:32,"Hai Sobat tiket. Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan review. Mohon ceritakan detail pengalaman yang kamu alami melalui Customer Care 24 jam kami melalui Email: cs@tiket.com ya dengan subject: """"Konfirmasi Review App"""". Dengan senang hati kami akan membantu kamu. Terima Kasih😊 by:SW",2022-01-09 07:19:29,4.27.1
Aris Setiawan aris setiawan,Cepat tepat,5,,2022-01-09 06:03:26,,,
IRENA,mantap,5,4.27.1,2022-01-09 06:00:41,,,4.27.1
Kartiwa Rodiansyah,Uyeehh,5,4.27.2,2022-01-09 05:30:59,,,4.27.2
Raya Rahastyan Ramadhan,"Cepat, mudah & selalu terpercaya",5,4.27.2,2022-01-09 04:51:01,,,4.27.2
Enigma Innocent,Wow,5,4.27.1,2022-01-09 04:32:03,,,4.27.1
Sony Wiranatha,Mantap,5,4.27.2,2022-01-09 01:48:39,,,4.27.2
Ari Vaporpro,mantappp,5,,2022-01-09 01:36:01,,,
dunianya anak teknik arsitek,Sangat 3X membantu,5,4.27.2,2022-01-08 23:57:45,,,4.27.2
Muhammad faridz,Gabisa login,1,4.27.2,2022-01-08 23:18:35,Hai Sobat tiket. Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan. Mari Ceritakan pengalaman kamu melalui Customer Care 24 jam kami yang dapat kamu hubungi via Email: cs@tiket.com dengan subject: “Konfirmasi Review App”. Dengan senang hati kami akan membantu kamu. Terima Kasih😊 by:SW,2022-01-09 07:14:56,4.27.2
Asroni -,Kadang gak ada pesawatnya,4,,2022-01-08 22:44:15,,,
Ahmad Yasin,Memuaskan,5,4.27.2,2022-01-08 22:25:32,,,4.27.2
Etik Harikusuma,Oke bangettttttt,5,4.27.2,2022-01-08 19:22:10,,,4.27.2
Cuk Subiyanto,"praktis, mudah dan selalu ada promonya.",5,4.26.0,2022-01-08 17:46:49,,,4.26.0
Rishan Adiyawarman,Mantap,5,4.27.1,2022-01-08 14:42:42,,,4.27.1
Gojek Jkt Driver,Bagus,5,,2022-01-08 07:31:01,,,
Alifah Salsabila,Mantup euy,5,4.27.1,2022-01-08 06:02:26,,,4.27.1
Sahsa Liliya Ferre,bagus sih tapi playlenter di tolak,5,4.27.2,2022-01-08 05:06:22,,,4.27.2
Much Lasin,Ya....sangat bermanfaat ... Cara pakainya gampang fiktur yg disediakan lengkap...pokoknya good..,5,4.27.2,2022-01-08 05:01:40,,,4.27.2
re,Mendukung livestreaming peridolan duniawi mantap,5,,2022-01-08 04:11:28,,,
Heriyanto Ciuniadi,Mantap,5,4.27.2,2022-01-08 03:55:52,,,4.27.2
Ingrid Tulung,Memberikan banyak kemudahan untuk perjalanan yang menyenangkan. Sangat membantu dengan 1 aplikasi untuk bermacam kebutuhan.,5,4.27.2,2022-01-07 18:46:35,,,4.27.2
Raindy Sugito,Good app,5,4.27.1,2022-01-07 16:02:06,,,4.27.1
Frengky Awom,Sangat Baik,5,4.20.1,2022-01-07 15:01:48,,,4.20.1
Kanera Routa,Sangat bagus,5,4.27.1,2022-01-07 14:35:29,,,4.27.1
Fiqhan Hakim,Harga yg tertera langsung berubah ketika hendak dilakukan pembayaran...,3,4.27.1,2022-01-07 12:42:57,"Hai Fiqhan , Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan. Bole kamu ceritakan detail kendalanya kepada kami via Email: cs@tiket.com dengan subject: “Konfirmasi Review App”. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu kamu. Terima kasih 😊 by : PY
",2022-01-07 19:53:04,4.27.1
Deri Aldes,Luar biasaaa..,5,4.27.1,2022-01-07 10:58:32,,,4.27.1
iman wahyuwibowo,Mantap,5,4.27.1,2022-01-07 09:30:07,,,4.27.1
Luki gilangsakti,Gw lagi mabar malah suruh download apk anj,1,4.27.1,2022-01-07 09:17:56,"Hai Luki. Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan review. Mohon ceritakan detail pengalaman yang kamu alami melalui Customer Care 24 jam kami melalui Email: cs@tiket.com ya dengan subject: """"Konfirmasi Review App"""". Dengan senang hati kami akan membantu kamu. Terima Kasih😊 by:SW",2022-01-08 01:38:48,4.27.1
Doni reza,Ok,5,4.27.1,2022-01-07 08:35:16,,,4.27.1
Sigit Eko Priyanto,Sangat membantu dan banyak diskon hotelnya mantap,5,4.27.1,2022-01-07 07:04:54,,,4.27.1
N R,"Tolong donk min, kasih kita pembayaran nya yg mudah, klo punya Paylater bayarnya kudu TF KE REKENING, susah min saya ga punya, saya harus bayar beberapa kali ke Geray Link adm nya goceng, trus udah gtu tagihannya ga bisa di gabungin atau di barengin, jdi bayar ya satu satu, pdhal klo sya ada rejeki misal tagihan saya di bulan Des ada 4 tagihan di tanggal berbeda, itu bisa aja saya bayar semua, tapi di aplikasinya ribet banget dah kaga bisa sekaligus.TOLONG ADAIN PEMBAYARAN PAYLATER DANA ATAU OVO",1,4.27.1,2022-01-07 05:57:52,,,4.27.1
Sparulian Sihotang,Kecewa,1,,2022-01-07 05:21:19,"Hai Sobat tiket, Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan. Boleh kamu ceritakan detail kendalanya kepada kami via Email: cs@tiket.com dengan subject: “Konfirmasi Review App”. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu kamu. Terima kasih 😊 by : PY
",2022-01-07 19:58:47,
lulu lusiana,sejauh ini sangat membantu dan memudahkan.. makasih min,5,4.27.1,2022-01-07 03:21:04,,,4.27.1
Ling Ling Malia Zai,Luar biasa,5,4.27.1,2022-01-07 03:04:00,,,4.27.1
Rivo Ardi,okelah,5,4.27.1,2022-01-07 02:17:45,,,4.27.1
Angga Andrian,"Selalu menggunakan tiket. Com utk reservasi kereta, hotel utk wisata. Rekomend 👏",5,4.25.0,2022-01-07 01:13:51,,,4.25.0
DADI SETIADI,Mantep,5,3.31.1,2022-01-07 00:57:42,,,3.31.1
Surito Anto,"Mantap ni aplikasi, baru daftar langsung di kasih limit paylater 9 juta, ga kayak app sebelah tanpa ada pemberitahuan paylater langsung di blok permanen padahal tidak punya tagihan sama sekali. ga utang aja di blok apalgi yg utang ga byar 🤭",5,4.27.1,2022-01-06 19:54:55,,,4.27.1
BabyBoy Arvi,Good,5,4.27.1,2022-01-06 15:37:02,,,4.27.1
gims mbul,Cepat,5,4.27.1,2022-01-06 14:46:40,,,4.27.1
Wehry Laksmana,"Applikasi bagus, tapi kenapa saya gabisa ajuin paylater",4,4.27.1,2022-01-06 11:59:44,,,4.27.1
Tan Alang,Luar biasa,5,4.27.1,2022-01-06 11:08:53,,,4.27.1
user new01,Sangat memuaskan,5,,2022-01-06 08:53:38,,,
Adhim Rudy,sangat membantu,5,4.27.1,2022-01-06 08:44:48,,,4.27.1
Genit Viral,Bingung,1,4.27.1,2022-01-06 05:56:35,Hai Sobat tiket. Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan. Apakah kamu mengalami kendala dalam penggunaan aplikasi atau melakukan pemesanan? Jika iya silakan hubungi kami melalui email ke cs@tiket.com dengan subject: “Konfirmasi Review App”. Kami tunggu konfirmasinya. Terima kasih 🙂 by : AG,2022-01-06 21:43:30,4.27.1
Iyo Aku,Sangt membantu,5,4.27.1,2022-01-06 05:23:59,,,4.27.1
agus ELFI,"Mantaf, mudah menggunakannya",5,4.27.1,2022-01-06 04:08:32,,,4.27.1
selvi oktariani,"termuraaaahhhhhh, TOP !!!!!",5,4.27.1,2022-01-06 03:33:19,,,4.27.1
Jogja Indonesia,"Nyesel dah pake aplik ini,, udah 4 taon jd custmr & sering bepergian sllu pke t.c tapi ga pnh di ACC Utk pengajuan playleter nya KECEWA!!!!!!!!!!",1,,2022-01-05 22:12:15,"Hai Sobat tiket.Mohon maaf atas ketidaknyamanannya & terima kasih sudah meluangkan waktu untuk memberikan ulasan.Untuk persetujuan Paylater sepenuhnya menjadi kebijakan pihak Indodana sebagai penyedia jasa layanan Paylater, informasi lanjut kamu bisa hub kami melalui email ke cs@tiket.com dengan subject:“Konfirmasi Review App”Terima kasih🙂by:AG


",2022-01-06 21:35:30,
Galeri Musik,Luar biasa,5,,2022-01-05 16:06:21,,,
Dzikrey Alfatih,Nice app,5,4.27.1,2022-01-05 15:05:05,,,4.27.1
Hendra Putri,🤧,1,4.27.1,2022-01-05 13:51:14,Hai Hendra. Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan. Apakah kamu mengalami kendala dalam pemesanan kamu? Jika iya kamu bisa hubungi kami melalui email ke cs@tiket.com dengan subject: “Konfirmasi Review App”. Kami tunggu konfirmasinya . Terima kasih 🙂 by : AG,2022-01-05 18:49:50,4.27.1
Muhammad Gunawan,jos,5,,2022-01-05 08:08:00,,,
Susilawati 9391,Oke,5,4.27.1,2022-01-05 08:05:46,,,4.27.1
rush leti,Mantap,5,,2022-01-05 06:17:11,,,
hairian murwandi,Jossss...,5,4.27.1,2022-01-05 01:25:27,,,4.27.1
agoess parkoadi,Best,5,4.27.1,2022-01-05 01:07:59,,,4.27.1
muh ruslan,Aplikasi penipu setan. Semoga cuma saya saja yang dirugikan oleh aplikasi setan ini,1,4.27.1,2022-01-05 00:51:04,"Hai Ruslan. Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan. Mengani kendala yang kamu alami kami coba bantu pengecekan ya, kamu bisa hubungi kami melalui email ke cs@tiket.com dengan subject: “Konfirmasi Review App”. Ditunggu konfirmasinya. Terima kasih 🙂 by : AG",2022-01-05 18:53:21,4.27.1
Farhan Fazrian,berguna untuk liburan dan lain lain nya,5,4.26.0,2022-01-04 22:11:50,,,4.26.0
MT ACADEMY IND,Saya kasi bintang 1 karena 2 kali pengajuan pay latter dalam 5 menit langsung mendapat keputusan tidak disetujui. Awal yang sangat buruk untuk sebuah layanan.,1,,2022-01-04 15:34:46,"Hai Sobat tiket. Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan. Pengajuan Paylater & persetujuan sepenuhnya kebijakan pihak Indodana sebagai penyedia jasa Paylater ya, untuk pertanyaan lain kamu bisa hub kami melalui email ke cs@tiket.com subject: “Konfirmasi Review App” Terima kasih 🙂 by : AG",2022-01-05 19:00:18,
harto atho8088,Sangat membantu,5,4.27.1,2022-01-04 15:04:40,,,4.27.1
Feri I. Susanto,Nunggu tiket kereta,5,4.27.1,2022-01-04 14:38:09,,,4.27.1
Edo Kurniawan,Good 👍,5,,2022-01-04 06:37:45,,,
Gilang Gandar,Gabisa reschedulle di aplilasi ini sangat kecewa!!! mending di pegi-pegi aja.. Harga juga jauh lebih murah,1,4.27.1,2022-01-04 06:28:58,"Hai Gilang, Mohon maaf atas ketidaknyamanannya, Sesuai informasi tim kami melalui email, sebelumnya kami telah konfirmasi kepada pihak partner untuk pengajuannya namun mohon maaf jika perubahan jadwalnya tidak disetujui karena mengikuti kebijakan voucher bahwa pemesanan ini tidak bisa dilakukan refund atau reschedule. Terima kasih 😊 by : PY
",2022-01-04 07:12:04,4.27.1
Calon SUKSES,Mudah dan gampang dimengerti 😁😁😁,5,,2022-01-04 04:40:36,,,
Neman Waruwu,"buruk banget nih aplikasi,saya cari penerbangan di gns ke Jakarta..tidak ada hasil..gk jelas..",2,4.27.1,2022-01-04 04:40:35,"Hai Neman, Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan. Boleh kamu ceritakan detail kendalanya kepada kami via Email: cs@tiket.com dengan subject: “Konfirmasi Review App”. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu kamu. Terima kasih 😊 by : PY
",2022-01-04 04:59:01,4.27.1
franki susanto,Tidak bisa bantu aduan pelanggannya...,1,4.27.1,2022-01-04 04:11:47,"Hai Franki, Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan. Boleh kamu ceritakan detail kendalanya kepada kami via Email: cs@tiket.com dengan subject: “Konfirmasi Review App”. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu kamu. Terima kasih 😊 by : PY
",2022-01-04 05:04:26,4.27.1
R. R.E,Top,4,4.27.1,2022-01-04 03:34:56,,,4.27.1
Bayu DA,"Bagus, dpt harga hotel, lbh murah daripada si burung biru.",5,4.27.1,2022-01-04 01:07:25,,,4.27.1
Dhafir Baihaqi,Mempermudah Dalam Memesan Tiket Kendaraan Komersial,5,4.27.1,2022-01-04 00:42:14,,,4.27.1
